customer_id,gender,age,annual_income_kusd,spending_score,purchase_freq_yr,avg_basket_usd,avg_session_min,online_ratio,loyalty_years,true_segment
11242,Female,44,100.1,23,4.2,201.36,5.4,0.259,3.9,Affluent Savers
10814,Female,34,89.1,88,8.0,240.31,26.5,0.704,4.5,Premium Loyalists
10817,Female,49,93.9,82,14.6,157.58,30.9,0.347,6.1,Premium Loyalists
10586,Female,43,94.0,80,8.7,204.35,23.9,0.449,6.0,Premium Loyalists
10708,Male,35,88.9,91,13.0,206.3,26.8,0.452,3.0,Premium Loyalists
10976,Male,51,32.3,26,4.2,35.53,20.0,0.35,7.3,Budget Conscious
10741,Female,39,91.4,82,13.5,215.96,32.7,0.374,4.4,Premium Loyalists
10841,Male,39,29.7,25,4.2,82.56,14.6,0.344,6.1,Budget Conscious
11096,Male,42,33.0,36,7.9,92.38,10.6,0.429,5.0,Budget Conscious
10701,Male,53,89.4,89,16.6,193.96,27.9,0.55,5.1,Premium Loyalists
10431,Female,39,73.2,48,10.7,196.87,21.5,0.368,6.6,Mainstream
10826,Female,45,23.9,20,6.3,30.34,11.0,0.404,6.7,Budget Conscious
10894,Male,38,23.1,17,6.3,10.0,9.4,0.631,4.5,Budget Conscious
10604,Female,49,92.8,84,14.9,211.32,20.6,0.52,4.3,Premium Loyalists
11282,Male,60,83.2,22,7.2,136.29,15.9,0.372,6.8,Affluent Savers
10598,Male,40,91.4,86,16.2,216.17,26.1,0.419,6.2,Premium Loyalists
10056,Female,51,53.6,48,4.7,116.03,16.9,0.468,6.6,Mainstream
11132,Male,44,73.1,30,8.3,128.71,24.4,0.596,5.6,Affluent Savers
10472,Female,44,47.6,54,11.0,93.29,14.6,0.455,8.3,Mainstream
11094,Male,40,24.9,9,7.1,10.0,4.2,0.509,4.1,Budget Conscious
11172,Female,40,86.3,10,3.7,136.01,16.4,0.113,6.0,Affluent Savers
10413,Male,37,70.5,63,9.1,160.57,22.2,0.773,4.7,Mainstream
10994,Male,55,24.9,36,11.2,73.94,20.3,0.352,6.5,Budget Conscious
10171,Female,48,71.9,67,11.1,165.31,28.3,0.432,5.3,Mainstream
10949,Female,41,28.0,22,5.1,44.47,20.0,0.647,3.3,Budget Conscious
10839,Female,30,18.1,26,4.8,60.34,21.5,0.477,5.9,Budget Conscious
10611,Female,33,85.6,87,13.2,186.32,28.3,0.64,6.6,Premium Loyalists
11441,Female,27,21.2,95,13.9,90.26,30.1,0.583,1.9,Young Aspirational
11230,Male,32,76.8,20,6.6,110.91,17.6,0.336,2.8,Affluent Savers
10326,Female,42,46.4,36,5.3,83.39,8.8,0.583,4.4,Mainstream
10327,Male,26,53.1,32,8.7,125.66,24.8,0.582,0.0,Mainstream
10465,Female,36,59.1,52,9.5,126.89,19.0,0.568,2.3,Mainstream
10265,Female,35,47.1,57,7.6,132.2,20.3,0.476,2.9,Mainstream
10759,Male,36,87.2,86,12.6,223.53,28.9,0.707,3.4,Premium Loyalists
10298,Male,45,69.2,56,13.1,167.27,18.8,0.601,5.5,Mainstream
11179,Male,43,96.1,11,0.5,181.03,7.3,0.722,3.9,Affluent Savers
10055,Male,31,62.4,34,6.7,110.6,19.0,0.99,5.5,Mainstream
10659,Female,37,87.9,81,9.4,202.8,28.6,0.608,5.3,Premium Loyalists
10397,Male,33,52.2,49,7.0,149.07,17.1,0.548,6.9,Mainstream
10761,Female,37,82.9,80,10.8,214.61,19.1,0.665,4.4,Premium Loyalists
11118,Male,39,21.2,22,0.8,16.58,8.8,0.569,5.1,Budget Conscious
10427,Male,24,51.6,44,9.6,85.46,19.3,0.631,0.0,Mainstream
10849,Female,47,32.6,19,4.1,52.6,15.5,0.647,4.5,Budget Conscious
11119,Female,33,23.8,21,1.7,94.29,17.7,0.596,2.9,Budget Conscious
11610,Male,56,99.1,66,12.7,208.03,34.0,0.189,3.5,Noise
11352,Male,32,19.3,67,10.2,82.72,19.5,0.622,3.3,Young Aspirational
10214,Female,41,42.4,55,11.7,125.38,19.3,0.406,4.8,Mainstream
10923,Female,52,26.1,19,7.3,72.84,17.4,0.229,6.7,Budget Conscious
11232,Male,71,85.3,23,7.0,155.82,8.4,0.052,8.6,Affluent Savers
11573,Male,44,53.0,52,9.6,132.76,23.8,0.44,3.8,Noise
11073,Male,43,20.9,26,4.6,10.0,18.9,0.457,5.3,Budget Conscious
10639,Male,37,89.6,83,13.8,220.57,27.4,0.51,4.3,Premium Loyalists
11570,Male,44,65.2,60,13.2,203.2,13.8,0.59,7.6,Noise
10200,Female,55,58.5,42,4.9,140.17,15.4,0.298,8.1,Mainstream
11472,Female,25,20.1,81,12.3,91.48,28.1,0.645,2.0,Young Aspirational
10721,Female,54,89.0,80,6.4,220.42,31.7,0.51,5.8,Premium Loyalists
10705,Female,47,82.9,81,13.7,200.91,21.3,0.426,2.5,Premium Loyalists
11392,Male,18,40.7,73,13.7,134.94,22.7,0.581,1.8,Young Aspirational
11206,Male,48,77.0,30,5.4,137.87,17.0,0.199,5.2,Affluent Savers
10217,Male,47,69.6,40,6.9,117.44,17.2,0.592,5.9,Mainstream
10766,Male,28,88.3,76,15.3,227.5,30.7,0.599,4.2,Premium Loyalists
10254,Male,18,38.9,36,5.3,105.61,18.5,0.697,0.0,Mainstream
10153,Male,35,64.6,44,8.4,150.99,19.5,0.572,2.0,Mainstream
10195,Female,42,64.4,40,3.8,107.67,13.6,0.472,4.2,Mainstream
10466,Male,43,55.3,53,6.1,96.06,18.0,0.375,4.6,Mainstream
11229,Female,37,85.1,26,5.1,142.95,13.3,0.35,3.5,Affluent Savers
11467,Male,30,40.8,95,11.0,126.51,35.2,0.822,2.0,Young Aspirational
10069,Female,52,50.9,53,7.7,74.41,24.7,0.169,7.1,Mainstream
10464,Female,42,56.7,54,4.9,107.36,15.3,0.488,8.1,Mainstream
10131,Male,25,61.2,50,9.1,132.04,16.5,0.51,3.8,Mainstream
11359,Female,21,28.5,90,13.9,171.62,30.2,0.706,1.0,Young Aspirational
11293,Male,49,82.2,25,3.3,116.31,11.3,0.425,8.5,Affluent Savers
10301,Female,29,57.9,43,6.9,121.73,16.5,0.596,2.7,Mainstream
10493,Female,49,51.7,51,10.2,91.1,15.2,0.479,5.8,Mainstream
11341,Male,36,31.2,82,11.4,79.63,24.5,0.522,4.0,Young Aspirational
10818,Male,36,85.6,83,12.3,175.14,32.6,0.77,7.9,Premium Loyalists
11318,Male,45,84.8,19,6.3,89.63,11.6,0.331,7.3,Affluent Savers
10986,Male,38,31.2,31,7.6,62.58,15.6,0.777,3.9,Budget Conscious
10241,Female,51,48.1,57,8.1,142.71,21.6,0.351,7.8,Mainstream
10699,Female,49,87.6,87,11.9,222.67,22.3,0.302,4.4,Premium Loyalists
10638,Female,56,95.7,88,11.2,262.98,25.8,0.325,8.2,Premium Loyalists
10846,Female,54,31.8,15,3.2,26.23,5.2,0.239,4.2,Budget Conscious
10188,Female,32,40.6,60,10.1,154.89,16.7,0.692,2.9,Mainstream
10807,Male,38,88.6,84,8.3,192.15,28.8,0.616,3.9,Premium Loyalists
11184,Female,63,83.4,28,6.1,153.91,8.0,0.217,6.3,Affluent Savers
11428,Male,24,13.4,82,16.1,77.2,34.9,0.484,3.2,Young Aspirational
10682,Female,51,89.4,84,14.3,224.8,30.0,0.558,4.5,Premium Loyalists
10181,Male,38,56.8,53,10.6,132.05,20.7,0.393,4.0,Mainstream
10303,Male,43,59.2,58,10.8,97.51,19.3,0.652,4.1,Mainstream
10284,Female,21,62.9,47,5.7,168.24,28.9,0.776,0.0,Mainstream
10411,Male,34,52.8,62,9.0,120.94,21.9,0.643,2.0,Mainstream
11070,Male,40,35.2,19,5.3,64.54,14.5,0.565,5.2,Budget Conscious
11558,Male,62,40.2,19,2.7,88.5,14.8,0.231,7.0,Noise
10695,Male,37,88.6,85,12.6,213.82,31.9,0.527,3.4,Premium Loyalists
11337,Male,62,91.3,24,4.5,177.67,8.7,0.301,5.5,Affluent Savers
10588,Female,46,91.6,88,13.5,220.44,34.7,0.311,5.5,Premium Loyalists
10541,Female,58,85.3,85,12.5,173.52,29.1,0.324,4.6,Premium Loyalists
10110,Male,49,63.1,47,10.9,109.31,14.0,0.402,4.3,Mainstream
11398,Male,30,33.8,65,12.0,79.48,27.1,0.683,2.5,Young Aspirational
10123,Female,35,51.0,28,3.1,80.04,22.5,0.524,1.1,Mainstream
10737,Female,45,84.7,84,10.9,210.81,26.8,0.27,7.9,Premium Loyalists
10281,Male,30,56.5,52,14.3,123.8,15.6,0.312,5.2,Mainstream
11538,Female,24,44.6,8,6.9,113.73,12.3,0.775,2.3,Noise
10752,Male,47,87.7,81,11.9,220.87,25.2,0.27,5.3,Premium Loyalists
10736,Female,21,85.2,82,13.6,191.41,32.4,0.661,5.3,Premium Loyalists
11326,Female,44,82.0,14,8.7,91.88,17.6,0.816,6.4,Affluent Savers
11154,Female,39,86.5,27,6.5,187.47,20.8,0.442,4.4,Affluent Savers
10566,Male,39,86.6,87,11.2,201.35,22.7,0.447,4.0,Premium Loyalists
10451,Male,31,54.7,48,3.0,113.78,16.7,0.546,2.9,Mainstream
10670,Male,43,90.1,77,16.4,173.05,26.5,0.443,6.7,Premium Loyalists
11116,Female,18,26.5,30,5.1,55.99,18.1,0.59,2.5,Budget Conscious
10672,Male,43,80.2,79,9.5,187.5,25.7,0.41,5.8,Premium Loyalists
11158,Female,46,95.1,19,7.6,195.16,7.1,0.22,4.4,Affluent Savers
11516,Male,34,37.9,61,9.0,128.22,33.3,0.883,2.4,Young Aspirational
11544,Male,31,35.8,100,17.2,138.97,40.3,0.468,0.0,Noise
11452,Male,21,32.7,64,9.8,83.08,36.9,0.73,5.1,Young Aspirational
10068,Female,29,74.0,54,9.9,164.61,22.5,0.602,4.2,Mainstream
10718,Male,44,89.8,79,12.7,201.32,27.9,0.568,3.0,Premium Loyalists
10631,Male,44,84.8,79,11.8,184.67,23.6,0.519,3.8,Premium Loyalists
10554,Female,41,92.6,95,15.7,264.18,44.5,0.397,2.9,Premium Loyalists
10719,Male,51,87.7,76,8.6,189.82,22.8,0.336,8.2,Premium Loyalists
10542,Male,43,87.0,74,10.1,258.03,24.9,0.668,4.6,Premium Loyalists
11307,Female,36,69.5,36,5.8,115.71,17.3,0.463,5.7,Affluent Savers
10667,Female,56,87.4,85,16.1,194.01,30.5,0.479,8.0,Premium Loyalists
10390,Male,46,65.2,42,3.6,124.42,18.6,0.444,3.6,Mainstream
10875,Male,48,23.2,11,2.5,30.77,8.5,0.23,7.4,Budget Conscious
10511,Male,21,53.8,50,6.2,112.06,23.5,0.954,2.7,Mainstream
10373,Male,21,51.9,55,6.2,164.81,12.4,0.682,2.0,Mainstream
10582,Female,35,86.8,87,8.5,200.3,23.0,0.558,1.4,Premium Loyalists
11018,Female,65,30.6,14,3.3,57.33,7.1,0.307,6.3,Budget Conscious
10319,Male,33,65.8,45,6.8,149.38,20.2,0.279,3.4,Mainstream
10230,Female,45,55.9,48,10.2,117.39,14.4,0.615,3.4,Mainstream
10644,Female,43,86.2,80,13.4,207.76,33.5,0.486,5.6,Premium Loyalists
10649,Male,49,83.2,82,13.5,141.62,31.4,0.44,6.3,Premium Loyalists
11187,Female,51,88.6,23,6.4,146.77,17.1,0.278,5.0,Affluent Savers
10133,Female,37,48.8,53,10.7,116.18,19.0,0.483,1.3,Mainstream
11585,Male,38,44.2,67,8.0,81.73,27.2,0.544,4.4,Noise
11608,Male,26,61.3,31,5.7,143.85,25.6,0.734,3.4,Noise
11571,Male,64,58.1,44,3.8,95.25,17.7,0.376,9.8,Noise
11277,Male,39,74.0,17,2.8,124.32,12.7,0.477,2.9,Affluent Savers
10225,Female,37,48.1,45,5.5,100.88,13.8,0.556,4.5,Mainstream
11377,Female,32,27.1,63,9.3,59.3,34.3,0.396,6.5,Young Aspirational
10789,Female,41,86.8,77,8.4,163.35,26.9,0.355,3.5,Premium Loyalists
11532,Female,32,89.3,71,12.5,216.84,26.6,0.651,5.7,Noise
11095,Male,46,29.0,19,4.9,70.99,11.4,0.346,4.8,Budget Conscious
10126,Female,29,58.5,55,8.2,130.77,26.8,0.476,2.5,Mainstream
10547,Female,40,88.0,82,11.5,199.4,27.1,0.357,5.1,Premium Loyalists
11170,Female,39,90.8,25,4.8,165.3,9.1,0.398,2.9,Affluent Savers
10956,Male,58,18.3,18,4.2,45.84,7.6,0.269,6.7,Budget Conscious
11296,Female,50,86.7,29,5.9,175.31,17.8,0.419,5.2,Affluent Savers
10756,Male,32,84.4,76,7.6,184.78,25.9,0.704,3.1,Premium Loyalists
10569,Male,46,91.1,76,14.4,233.63,20.9,0.309,4.4,Premium Loyalists
10387,Male,47,48.3,56,6.1,95.41,7.7,0.572,8.4,Mainstream
10290,Male,46,57.6,54,11.0,124.29,24.2,0.412,5.1,Mainstream
11006,Female,49,28.0,15,4.2,92.63,11.8,0.271,4.9,Budget Conscious
10971,Male,45,18.5,22,2.4,69.65,11.4,0.369,3.7,Budget Conscious
11228,Female,37,80.2,11,5.3,152.97,4.7,0.817,1.3,Affluent Savers
10054,Male,40,66.5,54,5.8,144.57,23.9,0.646,3.6,Mainstream
10657,Female,62,91.1,87,11.9,237.36,28.1,0.23,5.9,Premium Loyalists
10685,Female,22,92.4,89,7.6,243.9,32.9,0.955,3.2,Premium Loyalists
11425,Female,31,51.9,88,13.0,184.77,28.2,0.622,2.8,Young Aspirational
10831,Female,55,29.3,34,4.1,56.09,14.6,0.454,8.6,Budget Conscious
10869,Male,29,23.7,8,0.5,51.41,10.5,0.628,0.2,Budget Conscious
10041,Female,41,58.8,43,5.8,132.08,14.8,0.663,1.5,Mainstream
10340,Male,54,56.3,46,6.2,174.04,13.5,0.143,7.2,Mainstream
10803,Male,33,87.6,83,13.5,229.21,27.3,0.631,5.1,Premium Loyalists
11468,Male,21,23.9,78,12.5,142.11,27.9,0.689,1.3,Young Aspirational
11200,Male,50,89.0,26,7.8,171.06,8.9,0.498,3.3,Affluent Savers
10747,Male,28,85.6,80,8.6,188.37,20.9,0.294,2.1,Premium Loyalists
10084,Female,35,49.4,46,2.5,99.44,15.1,0.576,2.7,Mainstream
11589,Male,57,73.0,19,6.4,160.56,11.8,0.443,5.9,Noise
10116,Male,39,71.5,57,13.4,176.53,15.6,0.42,4.1,Mainstream
11241,Male,50,92.3,39,4.3,161.86,16.1,0.282,3.0,Affluent Savers
10354,Male,43,60.9,59,11.3,173.96,16.4,0.426,5.1,Mainstream
10962,Male,59,17.5,21,7.9,10.0,10.7,0.483,7.2,Budget Conscious
10876,Female,54,36.6,33,5.5,71.35,17.4,0.207,6.6,Budget Conscious
11260,Male,62,78.4,18,9.4,145.95,11.4,0.282,8.5,Affluent Savers
10514,Female,34,72.7,65,11.1,147.57,23.2,0.585,2.4,Mainstream
11042,Female,54,28.1,29,8.5,71.8,15.5,0.299,4.2,Budget Conscious
11344,Male,23,39.9,78,12.4,156.78,36.0,0.779,3.5,Young Aspirational
11055,Female,38,21.6,15,10.0,43.47,13.7,0.542,2.8,Budget Conscious
11559,Female,24,22.3,20,4.8,55.07,14.8,0.653,3.1,Noise
10921,Male,44,21.1,18,5.9,39.37,6.4,0.581,7.5,Budget Conscious
11303,Male,43,93.0,29,4.5,144.94,11.9,0.502,4.9,Affluent Savers
11466,Female,34,31.9,60,11.0,89.13,31.5,0.413,2.5,Young Aspirational
10049,Male,45,72.9,53,8.9,137.33,23.6,0.44,5.6,Mainstream
10888,Female,50,18.8,15,1.4,29.78,4.7,0.26,5.8,Budget Conscious
10468,Female,38,52.4,51,9.2,122.65,21.0,0.39,2.9,Mainstream
10154,Male,46,52.7,60,9.0,83.45,14.6,0.51,5.1,Mainstream
10395,Female,41,66.3,57,10.9,126.1,24.7,0.52,6.8,Mainstream
10124,Female,21,54.7,68,11.5,142.28,20.8,0.617,4.1,Mainstream
10356,Male,58,54.0,54,7.7,100.88,30.8,0.288,4.3,Mainstream
10135,Female,37,57.6,50,6.1,88.42,13.5,0.443,3.8,Mainstream
10269,Female,18,54.9,60,12.8,109.06,28.5,0.782,0.5,Mainstream
10386,Male,28,38.2,46,5.4,99.35,15.4,0.648,3.9,Mainstream
10221,Female,49,57.4,53,6.7,136.76,22.7,0.321,7.4,Mainstream
10042,Male,36,62.7,50,7.0,205.38,13.7,0.611,3.6,Mainstream
10220,Male,33,60.0,57,10.9,121.85,24.2,0.642,0.7,Mainstream
11059,Female,40,27.0,9,5.9,58.87,10.3,0.339,3.6,Budget Conscious
10916,Female,36,16.3,20,8.0,37.34,13.0,0.381,2.9,Budget Conscious
11048,Female,58,35.7,20,2.9,103.52,13.6,0.274,6.4,Budget Conscious
11333,Male,54,70.8,27,8.6,86.32,21.4,0.515,6.0,Affluent Savers
11126,Female,21,80.1,14,5.5,143.09,12.5,0.841,4.5,Affluent Savers
11211,Female,35,86.7,26,3.6,175.79,7.7,0.532,4.8,Affluent Savers
11309,Male,59,95.8,28,1.8,151.0,13.5,0.292,8.9,Affluent Savers
10732,Female,39,88.5,81,13.0,210.07,22.8,0.448,5.7,Premium Loyalists
10694,Male,41,87.5,82,13.3,220.99,24.5,0.573,5.8,Premium Loyalists
11039,Male,36,30.4,27,4.7,81.57,6.2,0.49,5.0,Budget Conscious
10748,Male,46,81.7,77,9.6,230.56,28.0,0.398,6.0,Premium Loyalists
11262,Female,44,83.4,19,9.6,155.49,12.0,0.35,4.6,Affluent Savers
10703,Female,25,91.3,79,9.4,195.88,28.6,0.721,2.9,Premium Loyalists
11427,Male,26,17.8,75,14.4,46.16,26.9,0.849,5.2,Young Aspirational
11401,Female,28,57.4,100,12.8,167.0,28.1,0.576,3.4,Young Aspirational
11456,Male,19,28.8,73,12.4,105.75,25.0,0.489,1.2,Young Aspirational
11129,Male,46,81.4,25,0.6,154.32,17.2,0.496,6.5,Affluent Savers
10573,Male,51,85.4,76,10.8,209.02,31.2,0.273,5.9,Premium Loyalists
10337,Male,44,70.6,47,11.3,185.23,15.5,0.625,4.9,Mainstream
10233,Female,34,68.3,55,11.4,107.99,24.2,0.641,6.0,Mainstream
11322,Female,56,87.2,27,5.1,128.93,17.6,0.387,5.2,Affluent Savers
11077,Female,43,24.6,23,7.9,56.52,16.5,0.433,3.3,Budget Conscious
10469,Male,60,66.4,57,10.1,130.81,9.5,0.306,5.6,Mainstream
11509,Male,27,20.5,82,18.7,80.09,30.2,0.751,3.2,Young Aspirational
11584,Female,42,92.9,28,8.2,181.27,9.2,0.412,3.4,Noise
11280,Female,39,89.9,20,7.0,203.66,10.2,0.449,4.8,Affluent Savers
10206,Male,39,81.8,46,6.8,156.69,19.7,0.56,3.5,Mainstream
10004,Female,39,59.0,47,6.7,109.58,17.3,0.452,6.8,Mainstream
10757,Male,37,86.6,79,13.4,207.67,14.4,0.567,2.0,Premium Loyalists
10587,Female,42,94.5,86,12.7,209.92,36.7,0.576,6.2,Premium Loyalists
11553,Male,26,98.1,50,12.2,208.86,15.6,0.703,3.0,Noise
11476,Male,31,21.6,63,10.1,111.64,16.2,0.787,3.0,Young Aspirational
11349,Female,18,12.3,95,15.3,68.34,32.7,0.806,2.8,Young Aspirational
10856,Male,31,32.7,27,5.5,105.35,17.1,0.438,2.5,Budget Conscious
11327,Male,44,86.4,28,5.4,160.08,21.8,0.382,7.1,Affluent Savers
10661,Male,37,90.1,84,14.1,195.71,28.6,0.489,3.5,Premium Loyalists
10811,Male,37,89.2,81,1.2,208.96,25.6,0.242,4.5,Premium Loyalists
11599,Male,29,52.7,8,0.5,106.27,16.3,0.607,0.0,Noise
10650,Female,28,86.9,80,14.0,217.37,26.2,0.459,2.6,Premium Loyalists
10706,Male,33,95.4,87,10.9,217.71,36.4,0.384,1.1,Premium Loyalists
10780,Male,22,98.3,88,12.5,259.66,28.9,0.666,1.3,Premium Loyalists
11281,Male,60,91.9,22,2.7,135.9,14.5,0.23,6.1,Affluent Savers
10158,Female,28,54.1,43,6.2,117.09,12.9,0.755,3.6,Mainstream
11195,Male,34,78.3,21,6.4,135.39,9.2,0.572,3.4,Affluent Savers
10463,Female,53,48.1,62,14.7,151.54,24.9,0.471,6.7,Mainstream
10161,Female,23,53.8,44,8.8,128.01,14.7,0.51,3.9,Mainstream
10306,Male,63,63.7,58,8.5,140.36,21.4,0.119,8.2,Mainstream
10548,Male,37,89.1,86,13.5,247.43,30.7,0.514,3.0,Premium Loyalists
10396,Female,37,70.4,48,6.6,209.53,17.9,0.445,4.9,Mainstream
10400,Male,50,50.8,43,5.4,66.33,19.0,0.487,7.2,Mainstream
11233,Male,42,93.9,34,5.9,183.39,16.2,0.473,2.9,Affluent Savers
11051,Male,42,25.6,17,7.5,59.48,13.3,0.405,4.9,Budget Conscious
11207,Female,37,80.9,31,7.5,142.49,29.3,0.621,3.7,Affluent Savers
11345,Female,30,32.8,78,10.2,101.54,20.3,0.669,5.9,Young Aspirational
10979,Female,72,26.9,26,6.2,57.16,12.1,0.158,10.4,Budget Conscious
10862,Male,39,29.1,18,4.9,46.14,16.2,0.499,6.2,Budget Conscious
10063,Female,45,50.2,46,5.1,98.22,31.5,0.668,4.5,Mainstream
11518,Male,28,6.3,68,6.5,61.17,22.5,0.567,0.8,Young Aspirational
10458,Female,25,44.5,50,6.6,105.58,23.0,0.597,3.3,Mainstream
10610,Male,50,90.7,85,11.0,227.36,34.5,0.381,5.3,Premium Loyalists
10479,Female,35,48.1,66,14.0,149.19,37.0,0.326,1.8,Mainstream
11024,Female,64,34.6,22,3.2,14.08,12.3,0.364,6.1,Budget Conscious
11189,Female,50,85.9,33,7.5,147.03,9.9,0.306,5.2,Affluent Savers
11485,Female,31,9.3,63,8.0,58.44,30.1,0.544,1.2,Young Aspirational
10702,Male,39,92.2,92,15.5,201.86,45.3,0.438,7.0,Premium Loyalists
11141,Female,57,87.8,29,7.6,170.3,13.1,0.477,9.0,Affluent Savers
11304,Female,33,87.8,27,10.4,154.86,12.7,0.433,5.0,Affluent Savers
10348,Male,26,68.2,51,6.1,120.82,17.7,0.614,2.0,Mainstream
10903,Female,42,24.7,19,5.6,83.54,16.7,0.336,2.8,Budget Conscious
10447,Male,48,60.6,53,10.0,135.9,24.7,0.56,4.5,Mainstream
11437,Male,27,24.6,81,10.7,95.44,21.9,0.763,1.2,Young Aspirational
10380,Female,38,51.0,48,8.2,147.54,19.4,0.629,3.8,Mainstream
10565,Female,50,90.4,81,10.4,217.83,27.3,0.503,3.1,Premium Loyalists
11390,Male,19,30.1,67,13.9,117.78,26.5,0.624,2.1,Young Aspirational
10961,Male,38,26.8,16,4.4,60.7,11.7,0.327,6.3,Budget Conscious
10985,Male,48,23.4,20,1.0,30.52,19.8,0.442,3.2,Budget Conscious
10232,Female,54,81.0,49,8.1,195.36,25.2,0.32,4.6,Mainstream
10383,Female,42,66.1,37,6.1,125.84,18.0,0.528,5.5,Mainstream
10770,Male,37,93.0,81,10.8,199.73,26.6,0.443,1.5,Premium Loyalists
10073,Male,25,66.0,53,11.6,203.81,18.0,0.548,2.9,Mainstream
10071,Female,54,61.0,41,11.2,152.36,15.8,0.479,5.9,Mainstream
10772,Female,54,86.0,82,11.8,177.9,22.4,0.406,2.4,Premium Loyalists
10664,Male,38,90.7,79,13.6,182.25,28.0,0.358,3.9,Premium Loyalists
10172,Female,33,55.1,52,7.3,104.48,18.4,0.464,3.2,Mainstream
10169,Female,63,60.7,56,10.1,129.22,24.5,0.227,7.7,Mainstream
10494,Male,25,65.6,62,7.2,189.35,23.3,0.726,4.2,Mainstream
10871,Male,48,28.3,24,8.4,58.28,14.7,0.182,5.8,Budget Conscious
11193,Male,42,92.9,32,7.0,208.23,9.5,0.429,3.6,Affluent Savers
10273,Female,31,60.7,51,13.4,161.44,21.2,0.595,6.2,Mainstream
11161,Female,33,75.9,34,4.8,123.98,23.6,0.765,3.1,Affluent Savers
10421,Female,49,44.8,37,7.5,34.88,18.0,0.346,3.9,Mainstream
10095,Female,36,57.7,69,11.9,166.28,34.8,0.513,5.7,Mainstream
11099,Male,32,29.1,16,4.8,96.8,13.0,0.558,3.6,Budget Conscious
11278,Male,57,102.3,25,6.3,186.17,19.7,0.42,9.0,Affluent Savers
10043,Female,43,63.3,61,9.1,186.53,28.9,0.77,6.5,Mainstream
10057,Male,55,70.5,46,4.7,192.42,20.3,0.358,6.1,Mainstream
11283,Female,52,92.7,19,4.2,140.76,12.5,0.091,6.0,Affluent Savers
10778,Male,36,91.1,78,13.0,195.43,17.2,0.752,2.3,Premium Loyalists
11482,Female,28,31.2,68,12.9,75.97,33.6,0.636,3.8,Young Aspirational
10039,Female,32,60.0,54,11.8,108.16,22.6,0.48,0.9,Mainstream
10307,Male,42,65.1,62,9.6,119.78,17.7,0.414,6.2,Mainstream
11140,Male,44,93.3,11,1.1,141.86,3.2,0.453,4.3,Affluent Savers
10709,Female,53,91.1,79,8.4,271.77,29.5,0.113,5.6,Premium Loyalists
10409,Female,35,59.3,54,9.7,138.6,19.4,0.646,3.9,Mainstream
10167,Female,30,68.7,49,12.9,179.37,13.4,0.5,3.5,Mainstream
10535,Female,44,92.8,84,13.3,259.15,20.6,0.518,4.7,Premium Loyalists
11014,Female,57,22.8,20,1.7,31.09,11.9,0.178,6.6,Budget Conscious
11502,Male,27,27.0,74,8.9,53.24,30.0,0.909,0.9,Young Aspirational
11525,Male,60,18.0,92,11.4,143.67,31.4,0.279,5.8,Noise
11146,Male,44,87.9,2,6.3,128.37,1.0,0.581,5.0,Affluent Savers
11515,Male,35,36.7,82,12.7,137.88,27.6,0.688,8.7,Young Aspirational
10825,Female,42,29.1,26,0.6,55.3,11.1,0.54,5.4,Budget Conscious
10716,Male,24,87.2,82,12.2,182.64,30.7,0.901,1.3,Premium Loyalists
10317,Male,34,72.1,41,3.8,185.53,31.1,0.409,5.4,Mainstream
11035,Male,22,24.5,21,7.2,51.69,17.1,0.362,5.4,Budget Conscious
11381,Male,32,26.8,84,13.9,119.71,27.8,0.557,2.7,Young Aspirational
10517,Female,30,58.6,56,13.3,147.71,19.2,0.713,0.7,Mainstream
10729,Male,34,94.4,90,17.4,244.01,29.1,0.593,4.7,Premium Loyalists
10534,Female,31,94.2,93,12.2,166.39,28.3,0.46,2.7,Premium Loyalists
11300,Female,55,85.0,27,2.1,151.84,12.8,0.361,6.1,Affluent Savers
10755,Female,34,88.5,80,11.1,214.01,29.5,0.743,2.2,Premium Loyalists
11330,Female,59,77.5,14,2.4,148.18,8.4,0.404,8.3,Affluent Savers
10549,Female,57,81.8,67,15.3,137.51,24.7,0.477,7.1,Premium Loyalists
10454,Male,26,67.0,44,9.7,99.83,18.6,0.671,1.6,Mainstream
10607,Male,28,92.5,79,11.8,201.12,32.2,0.396,4.7,Premium Loyalists
11412,Male,25,15.5,72,9.3,89.37,25.2,0.553,0.6,Young Aspirational
11420,Male,27,40.8,55,8.5,123.91,27.0,0.579,2.2,Young Aspirational
10599,Female,34,91.5,83,8.2,249.95,28.7,0.589,0.2,Premium Loyalists
11533,Female,44,95.2,65,10.1,199.26,21.5,0.428,4.6,Noise
10571,Male,47,82.0,70,10.1,161.37,23.1,0.266,2.5,Premium Loyalists
10735,Female,38,94.5,81,11.8,221.88,22.7,0.634,3.4,Premium Loyalists
10062,Male,45,48.5,56,10.4,103.62,20.5,,3.9,Mainstream
11238,Female,40,99.7,33,5.9,172.1,13.2,0.457,4.1,Affluent Savers
10537,Female,45,90.5,81,10.0,220.83,25.8,0.33,5.5,Premium Loyalists
11591,Female,66,26.2,79,11.2,133.69,31.5,0.264,5.8,Noise
11098,Male,51,27.9,29,6.9,54.5,12.9,0.269,5.1,Budget Conscious
10245,Female,39,59.9,60,11.5,156.49,25.4,0.488,4.7,Mainstream
10026,Female,37,52.3,52,4.6,117.05,20.3,0.68,4.1,Mainstream
