,Time,Amount,anomali_skoru,if_tahmin,gercek_class
227512,145105.0,1.0,0.5894547085524288,0,0
19386,30235.0,3382.0,0.5894014002919081,0,0
67361,52495.0,89.99,0.5892406172438577,0,0
87878,61890.0,5.0,0.5892098751769376,0,0
116041,74123.0,2545.87,0.5889931122432849,0,0
154987,103931.0,9.9,0.5889866160679803,0,0
36045,38375.0,628.75,0.5888542403789122,0,0
277515,167691.0,0.85,0.5888503862240843,0,0
199955,133212.0,716.82,0.5887878794387459,0,0
237192,149133.0,1059.28,0.588619560835545,0,0
151112,94644.0,0.89,0.5885364814751226,0,0
94586,64947.0,46.32,0.5883641956849698,0,0
94589,64947.0,46.32,0.5883641956849698,0,0
12721,22301.0,99.99,0.5882600168910095,0,0
265961,162121.0,286.27,0.5881492272566878,0,0
270602,164160.0,4.05,0.5881316436718557,0,0
94590,64947.0,34.27,0.5881239258881101,0,0
94594,64947.0,34.27,0.5881239258881101,0,0
94593,64947.0,34.27,0.5881239258881101,0,0
44556,41991.0,1.0,0.5880057645679045,0,1
20398,31014.0,3.91,0.587939122038768,0,0
4235,3753.0,28.56,0.5878863119239475,0,0
8398,11250.0,1903.26,0.5878412905719016,0,0
22033,31996.0,20.0,0.5875996266893123,0,0
49167,43943.0,89.99,0.5874926865882352,0,0
86891,61439.0,1693.19,0.5872755399536451,0,0
182940,125592.0,3115.67,0.5872746340140135,0,0
151266,95175.0,20.0,0.5871352421887436,0,0
199670,133076.0,446.5,0.587086562787982,0,0
149844,92053.0,50.0,0.5870565825393568,0,0
45732,42474.0,1.0,0.5870147020971688,0,1
169341,119650.0,12.53,0.5867861798896926,0,0
72200,54609.0,50.0,0.5866505954299411,0,0
96519,65809.0,52.87,0.5865916376418819,0,0
14223,25274.0,1.37,0.5864222432912726,0,0
7277,9707.0,68.46,0.5861393704961934,0,0
277877,167912.0,1.99,0.5860797968534525,0,0
2059,1593.0,68.0,0.5860629013754559,0,0
22086,32028.0,89.99,0.5859934714845362,0,0
174538,121958.0,1036.93,0.5859534379209347,0,0
190842,129003.0,100.98,0.5858821362253973,0,0
90925,63236.0,2667.16,0.585873602029335,0,0
84442,60306.0,147.0,0.585855706027599,0,0
213355,139222.0,1387.28,0.5858474468255586,0,0
86697,61357.0,25.0,0.585838556148321,0,0
146723,87848.0,0.9,0.5858379940085625,0,0
103587,68723.0,2.0,0.5858298301622751,0,0
40694,40358.0,2843.0,0.5856970037780342,0,0
175208,122241.0,1.79,0.5856577299069167,0,0
227397,145059.0,255.0,0.585253977745415,0,0
124278,77241.0,1.0,0.5852522408610521,0,0
264356,161387.0,20.0,0.585181060707148,0,0
134094,80644.0,33.42,0.5851509113919088,0,0
146047,87390.0,0.89,0.584998390507852,0,0
251191,155265.0,2142.84,0.584943367788906,0,0
263274,160870.0,0.77,0.5849091291537367,0,1
276159,166937.0,2742.11,0.5848778515107348,0,0
13876,24635.0,7.65,0.5848649977200121,0,0
177204,123082.0,20.0,0.5848191108052943,0,0
8312,11092.0,1.0,0.5847980947353829,0,1
217234,140818.0,3561.84,0.5846651171321935,0,0
20595,31142.0,89.99,0.5843742751389578,0,0
211592,138477.0,2101.85,0.5842842687778509,0,0
152936,97623.0,1888.43,0.5842690670074654,0,0
216568,140533.0,15.0,0.584042719092553,0,0
156179,107506.0,514.9,0.5840234269520869,0,0
126626,78041.0,2355.36,0.5839415538272091,0,0
46054,42618.0,2809.94,0.5838516213243634,0,0
154716,102663.0,4.99,0.5837861219603215,0,0
104905,69282.0,1.54,0.5836510589243918,0,0
92781,64098.0,48.96,0.583608207822675,0,0
166664,118232.0,68.82,0.5835538632095695,0,0
281152,169969.0,1537.34,0.5835380941661612,0,0
187013,127349.0,119.55,0.5835070335114287,0,0
94576,64947.0,12.33,0.5834491225476149,0,0
94575,64947.0,12.33,0.5834491225476149,0,0
94579,64947.0,12.33,0.5834491225476149,0,0
150722,93973.0,32.03,0.5833490965526706,0,0
94582,64947.0,5.96,0.5832108599150813,0,0
94595,64947.0,9.99,0.5832108599150813,0,0
94598,64947.0,9.99,0.5832108599150813,0,0
94597,64947.0,9.99,0.5832108599150813,0,0
94581,64947.0,5.96,0.5832108599150813,0,0
20946,31370.0,2849.44,0.5832103410557568,0,0
149494,91343.0,2477.43,0.583187781724364,0,0
69648,53516.0,99.99,0.5831092434289858,0,0
48165,43521.0,2746.74,0.5829676804198534,0,0
39616,39901.0,2627.68,0.5829613814175146,0,0
72426,54703.0,2909.94,0.5829097443879818,0,0
109952,71614.0,29.59,0.5828141552655369,0,0
208287,137051.0,1542.86,0.5827959192470861,0,0
7675,10641.0,0.89,0.5827657873080386,0,0
70112,53714.0,237.9,0.5827540034449542,0,0
141123,84136.0,1868.88,0.5827457291222893,0,0
133011,80209.0,9.42,0.5827429337851504,0,0
42899,41288.0,9.99,0.5827003658567832,0,0
7486,10202.0,792.91,0.5826989169251273,0,0
66832,52239.0,89.99,0.5826649999670531,0,0
198058,132308.0,1568.07,0.5825063475579353,0,0
108664,71012.0,1.54,0.5824945686663849,0,0
230597,146402.0,31.93,0.5823992830033973,0,0
65890,51791.0,2.0,0.5822310410907257,0,0
199810,133144.0,440.59,0.5821982001344943,0,0
266434,162332.0,0.77,0.5821699063241459,0,0
147117,88137.0,0.77,0.5821450343777902,0,0
204642,135375.0,2701.93,0.5819657372332034,0,0
51454,44953.0,1.0,0.581865875338898,0,0
236968,149041.0,1.0,0.5818076648628611,0,0
238222,149582.0,1.1,0.5818023078575917,0,1
20056,30755.0,1623.38,0.5816396332376335,0,0
105078,69353.0,3.84,0.5816358036589299,0,0
12878,22630.0,1555.23,0.5815336600971168,0,0
142622,84836.0,0.89,0.5814457417642482,0,0
178053,123458.0,152.65,0.5813555893639769,0,0
169960,119949.0,152.65,0.5813555893639769,0,0
10582,17593.0,24.95,0.581334205181375,0,0
123158,76831.0,1.79,0.5811969938946551,0,0
88137,62004.0,7.18,0.5811840580997985,0,0
12707,22278.0,99.99,0.5811819133055309,0,0
47128,43093.0,2.29,0.5811488878190555,0,0
102898,68417.0,70.46,0.5811153439807132,0,0
6424,7608.0,11.5,0.5810672115319165,0,0
71626,54370.0,70.21,0.5809397521391554,0,0
111572,72278.0,3.33,0.5808974133223355,0,0
225081,144093.0,141.0,0.5807750451148354,0,0
249963,154657.0,0.77,0.5807384834940432,0,1
44600,42014.0,257.3,0.5807044933291188,0,0
82163,59271.0,822.92,0.5806028023421994,0,0
63055,50538.0,12.52,0.5805618378807031,0,0
196211,131408.0,69.0,0.5804438021589202,0,0
169191,119572.0,269.6,0.5804407881189282,0,0
234705,148074.0,0.0,0.5804136048506867,0,1
120443,75831.0,1.54,0.5804046349365726,0,0
104317,69014.0,647.73,0.5803870785306612,0,0
137961,82415.0,2.24,0.5803558627083768,0,0
30589,35994.0,2692.66,0.5802567187152545,0,0
118658,75163.0,9.99,0.5802241334311935,0,0
259166,158992.0,2.99,0.5801649785828297,0,0
232523,147206.0,2669.41,0.5801279239277246,0,0
238052,149503.0,1.31,0.5800201639765928,0,0
36485,38559.0,2607.68,0.5798547108728315,0,0
5639,5853.0,1461.84,0.5798520945135369,0,0
172223,121007.0,3352.44,0.579777747367638,0,0
41359,40649.0,549.0,0.579708403338379,0,0
171521,120674.0,1826.8,0.5795914224284291,0,0
228302,145451.0,0.9,0.5795560265442816,0,0
50898,44697.0,80.0,0.579532787421596,0,0
24013,33022.0,2257.08,0.5795189787470886,0,0
88138,62004.0,0.68,0.5794667182137742,0,0
216785,140633.0,2037.35,0.5793744219037014,0,0
137730,82299.0,14.23,0.5792150709007914,0,0
73072,54963.0,36.24,0.5792073834595614,0,0
66293,51976.0,4.0,0.5792045563219762,0,0
104195,68954.0,833.47,0.5791631494528288,0,0
278811,168451.0,0.89,0.5791592200853853,0,0
170130,120029.0,26.82,0.5791093682439183,0,0
215849,140243.0,1.46,0.5789130936855872,0,0
195827,131236.0,708.11,0.5788601221799159,0,0
149251,90893.0,45.36,0.5787691038584536,0,0
280334,169460.0,0.99,0.5787014032802382,0,0
215024,139908.0,1.0,0.5785536566478161,0,0
83297,59777.0,319.2,0.5784208345823517,0,1
6338,7551.0,1.0,0.5783629015126033,0,1
189506,128430.0,1172.67,0.5783047913109902,0,0
205125,135601.0,411.1,0.5782894187017411,0,0
171576,120704.0,53.99,0.5782512771565294,0,0
146487,87730.0,0.88,0.5782170071186316,0,0
16411,27780.0,1.79,0.578212303499225,0,0
225678,144347.0,2.99,0.5781678613266227,0,0
223319,143333.0,129.7,0.5781428688274205,0,0
151558,95672.0,0.01,0.5781223789306381,0,0
110893,72017.0,1.0,0.5780947542973522,0,0
257963,158431.0,0.46,0.578066780198501,0,0
95021,65134.0,1510.99,0.5780399002568537,0,0
124383,77270.0,6.3,0.5779898451025355,0,0
189818,128572.0,28.75,0.5779531314639264,0,0
277499,167684.0,0.89,0.5779272649270829,0,0
120963,76026.0,0.89,0.5779102922100137,0,0
67550,52590.0,73.24,0.5778807724471007,0,0
47791,43364.0,199.49,0.5778461817713308,0,0
41033,40506.0,2467.72,0.5778145467720167,0,0
187945,127758.0,2517.46,0.5776257328333991,0,0
66090,51880.0,13.5,0.5775550600657069,0,0
1086,835.0,0.89,0.5775390263877993,0,0
263584,161022.0,173.81,0.5774427369334034,0,0
153542,99370.0,17.67,0.5773985581417685,0,0
243346,151901.0,7.7,0.5773976003141632,0,0
235944,148608.0,134.09,0.5773441608612314,0,0
6330,7522.0,1114.02,0.5772909911271893,0,0
152186,97042.0,152.08,0.5772373012866111,0,0
251643,155438.0,1105.99,0.5772001086601417,0,0
44477,41961.0,9.51,0.5771457499259579,0,0
239060,149940.0,30.0,0.5771332689204045,0,0
207516,136712.0,1.23,0.5771033030006942,0,0
1856,1435.0,11.05,0.5770926910872616,0,0
251477,155359.0,0.77,0.5768511879076167,0,1
3443,2938.0,9.81,0.5767884239822706,0,0
284154,172199.0,1088.04,0.5766001797361998,0,0
151451,95549.0,0.01,0.5765887153552951,0,0
41226,40595.0,156.0,0.576530643557937,0,0
97488,66240.0,2708.0,0.576417672000749,0,0
80548,58535.0,180.0,0.5763537844402166,0,0
69894,53627.0,30.0,0.5763380476967329,0,0
202755,134476.0,8.94,0.576275242644302,0,0
176140,122643.0,0.68,0.5761429060988219,0,0
89064,62410.0,0.92,0.576140153530065,0,0
112760,72790.0,316.25,0.5758740299181263,0,0
601,454.0,9.65,0.5758189914604488,0,0
132280,79928.0,0.89,0.5758133641768157,0,0
45489,42372.0,9.85,0.5758081501563681,0,0
71841,54463.0,120.42,0.5757990005737907,0,0
70205,53761.0,200.0,0.5756799749639586,0,0
143081,85108.0,194.78,0.5756436825063851,0,0
15386,26770.0,21.72,0.5756415128599199,0,0
75798,56255.0,380.33,0.5756181437105204,0,0
281731,170385.0,0.0,0.5756156999905812,0,0
51513,44990.0,1.0,0.575359937550927,0,0
155355,105217.0,1519.97,0.5753502828426744,0,0
4810,4288.0,0.92,0.57512412741817,0,0
55616,47037.0,0.9,0.5750790240279994,0,0
180582,124605.0,414.98,0.5750270201929555,0,0
25739,33745.0,15.0,0.5750211523466828,0,0
165107,117204.0,2669.14,0.5749431864251283,0,0
30100,35771.0,60.6,0.5749240311566548,0,1
41570,40742.0,98.0,0.5749203415988173,0,0
111867,72400.0,1564.82,0.5748907628543025,0,0
206289,136152.0,144.0,0.574871122667425,0,0
26248,33966.0,555.11,0.5748414650263954,0,0
87399,61670.0,1.46,0.5748377720160227,0,0
267760,162916.0,0.77,0.574826064956727,0,0
66300,51978.0,0.0,0.5747347040633061,0,0
171971,120899.0,2676.64,0.5746519613116691,0,0
30718,36051.0,100.0,0.5746469021242854,0,0
29293,35399.0,3075.0,0.5746356525204489,0,0
79655,58114.0,404.1,0.5745791361199918,0,0
129207,78993.0,1806.54,0.574460859664877,0,0
197477,132036.0,15.93,0.574406298544292,0,0
63643,50810.0,26.99,0.5743078059819862,0,0
20774,31264.0,1.0,0.5743052948839968,0,0
5916,6517.0,109.94,0.5742761354583754,0,0
186552,127155.0,0.68,0.574217756808039,0,0
239473,150125.0,1.0,0.5741809458550282,0,0
167260,118579.0,2541.8,0.574133489517526,0,0
15465,26851.0,3.82,0.5741064972860563,0,0
21712,31818.0,89.99,0.5739769567159569,0,0
5296,5167.0,0.92,0.5739388436626099,0,0
258417,158645.0,71.95,0.5738931434558474,0,0
18527,29568.0,99.99,0.5738329889720851,0,0
250082,154717.0,1786.5,0.5738164900053165,0,0
202878,134531.0,144.0,0.5737405261128379,0,0
164815,117015.0,6.99,0.5736766138123878,0,0
175573,122394.0,11.56,0.573610696627301,0,0
60824,49521.0,30.0,0.573608765426472,0,0
241511,151054.0,646.34,0.5736081000126059,0,0
81081,58777.0,10.62,0.5735213627096876,0,0
280211,169389.0,0.99,0.573513187672142,0,0
141341,84247.0,39.06,0.5735054207821983,0,0
229751,146037.0,36.28,0.5734768321799691,0,0
82855,59583.0,1.0,0.5734088760770512,0,0
97841,66406.0,89.8,0.5733433432599611,0,0
213878,139435.0,7.7,0.5733182236576208,0,0
172184,120991.0,650.0,0.5732954350646681,0,0
192350,129647.0,2675.2,0.573240990428832,0,0
227435,145074.0,93.78,0.5732364505510834,0,0
6108,6986.0,59.0,0.5731601420188658,0,1
169487,119729.0,2.0,0.5731536660737169,0,0
194432,130578.0,0.68,0.5731526613347286,0,0
143156,85160.0,54.61,0.5729021490943095,0,0
18693,29696.0,89.99,0.5728960430360669,0,0
169620,119780.0,3119.0,0.5728845854214795,0,0
28558,35052.0,1.0,0.5728489395901304,0,0
171755,120799.0,4.99,0.5728393890821829,0,0
40318,40190.0,240.0,0.5727940064037959,0,0
161815,114536.0,1.0,0.5727906521383591,0,0
122292,76504.0,4.65,0.5727726365628653,0,0
18809,29785.0,30.3,0.572766514563013,0,1
79426,58021.0,10.62,0.5725507726510751,0,0
9512,14160.0,1.0,0.5725450083800998,0,0
190415,128826.0,0.68,0.5724284344230427,0,0
84653,60405.0,196.99,0.5724167091588752,0,0
108795,71076.0,1.98,0.5724080410862854,0,0
212702,138964.0,1.46,0.5723663107803969,0,0
27738,34684.0,125.3,0.5723255381489367,0,1
14119,25120.0,9.86,0.5722653738437642,0,0
91577,63534.0,0.89,0.5722166127817776,0,0
192638,129789.0,2.0,0.5722143131215404,0,0
208334,137075.0,1610.6,0.5721444948111035,0,0
283448,171604.0,2.23,0.5720224184928964,0,0
212600,138921.0,1128.35,0.571932663507684,0,0
72988,54934.0,0.77,0.5718845023256998,0,0
82875,59590.0,1.99,0.5718550581237083,0,0
86407,61220.0,120.0,0.5718035088944772,0,0
224909,144018.0,11.99,0.5716812542859596,0,0
77519,57087.0,136.5,0.5716468545051437,0,0
269972,163865.0,1.0,0.5715899292926903,0,0
31824,36532.0,1836.08,0.5715833736241238,0,0
200079,133275.0,118.0,0.5714842733354191,0,0
234426,147967.0,2.0,0.571460968889936,0,0
132075,79842.0,2981.78,0.571427189424051,0,0
226319,144580.0,1.85,0.5713905697467344,0,0
